state,time,net,age,sex
NC,4776,4768,71,M
NC,4861,4823,71,M
VA,6141,6082,71,M
MD,6149,6149,71,M
MD,6809,6809,71,M
NY,7448,7448,71,M
VA,8176,7658,72,M
VA,9026,9026,72,M
MD,5254,5132,73,M
MD,5594,5594,73,M
MD,5730,5693,73,M
DC,6921,6562,73,M
WV,6646,6454,74,M
MD,6984,6900,74,M
FL,6239,5840,75,M
MD,5410,5396,77,M
VA,6390,6353,82,M
MD,5635,5635,10,F
VA,7214,6831,13,F
VA,5662,5362,14,F
MD,6014,5741,14,F
VA,6939,6719,14,F
MA,4841,4598,15,F
MD,5282,5110,15,F
VA,5187,5162,16,F
MD,5952,5680,16,F
MD,6330,6193,16,F
VA,4318,4274,17,F
MD,5485,5268,17,F
MD,5803,5631,17,F
PA,6073,5897,17,F
LA,6135,5657,17,F
MD,6217,6217,17,F
VA,6410,6148,17,F
MD,6582,6177,17,F
DC,7244,6828,17,F
MD,8128,8009,17,F
MD,4498,4327,18,F
MD,4916,4783,18,F
DC,5270,4893,18,F
MD,5866,5696,18,F
MD,6285,6093,18,F
VA,6731,6581,18,F
WI,6870,6621,18,F
MD,7224,6767,18,F
DC,4388,4292,19,F
FL,4483,4302,19,F
MD,5067,4622,19,F
DC,5278,5054,19,F
MD,5592,5393,19,F
MD,6677,6604,19,F
DC,7196,6727,19,F
DC,4564,4540,20,F
LA,4709,4709,20,F
VA,5261,5165,20,F
VA,5561,5311,20,F
DC,5612,5423,20,F
DC,5614,5426,20,F
MD,5712,5633,20,F
MA,6207,5869,20,F
MD,6289,6289,20,F
MD,6291,5811,20,F
DC,6478,6095,20,F
DC,6699,6699,20,F
DC,6733,6240,20,F
DC,6811,6342,20,F
DC,7703,7539,20,F
DC,8542,8426,20,F
MD,3984,3984,21,F
VA,4603,4590,21,F
DC,4943,4528,21,F
MD,5210,5126,21,F
CT,5416,5347,21,F
DC,5457,5143,21,F
DC,5525,5360,21,F
MD,5741,5654,21,F
VA,5860,5755,21,F
DC,5873,5368,21,F
MD,5904,5615,21,F
DC,5971,5734,21,F
DC,5975,5603,21,F
NC,5996,5673,21,F
MD,6225,6128,21,F
VA,6266,5871,21,F
DC,6481,5982,21,F
PA,6490,6027,21,F
MD,6709,6391,21,F
MI,6760,6425,21,F
NJ,7078,6765,21,F
DC,7404,6902,21,F
DC,7446,6947,21,F
OH,7816,7484,21,F
DC,7902,7509,21,F
MD,8179,7679,21,F
DC,8268,7770,21,F
DC,8488,8244,21,F
Ethiopia,3437,3437,22,F
DC,4167,4140,22,F
VA,4230,4199,22,F
MD,4338,4312,22,F
MD,4368,4368,22,F
VA,4403,4363,22,F
DC,4443,4290,22,F
DC,4472,4345,22,F
MD,4482,4140,22,F
MD,4727,4677,22,F
VA,4732,4732,22,F
VA,4757,4713,22,F
DC,4793,4734,22,F
DC,4802,4732,22,F
MD,4837,4837,22,F
VA,4984,4877,22,F
VA,5004,4593,22,F
NY,5008,4807,22,F
MI,5134,5048,22,F
MD,5161,4871,22,F
MD,5171,5079,22,F
DC,5172,4710,22,F
DC,5190,5037,22,F
MD,5256,5035,22,F
VA,5318,5318,22,F
VA,5386,5316,22,F
DC,5420,5267,22,F
MD,5442,5246,22,F
VA,5452,5245,22,F
MD,5459,5312,22,F
MD,5466,5466,22,F
VA,5513,5309,22,F
DC,5528,5364,22,F
NY,5543,5320,22,F
VA,5562,5355,22,F
VA,5564,5131,22,F
VA,5595,5439,22,F
DC,5607,5190,22,F
VA,5630,5497,22,F
DC,5643,5226,22,F
DC,5705,5232,22,F
VA,5809,5506,22,F
DC,5844,5784,22,F
OH,5876,5876,22,F
MD,5879,5703,22,F
DC,5920,5470,22,F
VA,5961,5747,22,F
DC,5972,5748,22,F
VA,5999,5713,22,F
MD,6021,5605,22,F
VA,6041,5699,22,F
VA,6059,5799,22,F
DC,6064,5758,22,F
DC,6066,5865,22,F
DC,6067,5626,22,F
VA,6112,5722,22,F
DC,6193,6054,22,F
NJ,6198,6107,22,F
PA,6250,5910,22,F
PA,6251,6251,22,F
MD,6274,6127,22,F
VA,6282,5837,22,F
VA,6302,5977,22,F
MD,6302,5977,22,F
DC,6310,6310,22,F
NC,6324,6002,22,F
VA,6348,5955,22,F
DC,6695,6225,22,F
VA,6734,6491,22,F
DC,6802,6431,22,F
DC,6846,6566,22,F
VA,6850,6473,22,F
VA,6857,6374,22,F
VA,6857,6375,22,F
DC,7075,6626,22,F
DC,7427,7169,22,F
VA,7462,7006,22,F
DC,7543,7543,22,F
DC,7545,7052,22,F
DC,7587,7218,22,F
NJ,7755,7292,22,F
VA,7978,7978,22,F
MD,8141,7698,22,F
DC,8148,7904,22,F
DC,8565,8140,22,F
VA,3460,3457,23,F
VA,3843,3827,23,F
VA,4018,3995,23,F
DC,4071,4071,23,F
DC,4286,4267,23,F
MD,4391,4180,23,F
VA,4406,4371,23,F
VA,4463,4428,23,F
MD,4478,4461,23,F
DC,4551,4277,23,F
DC,4713,4676,23,F
MD,4722,4722,23,F
DC,4758,4758,23,F
MD,4766,4623,23,F
PA,4786,4545,23,F
MA,4792,4764,23,F
DC,4861,4648,23,F
VA,4874,4515,23,F
NC,4892,4831,23,F
DC,4903,4806,23,F
MD,4953,4853,23,F
DC,4959,4741,23,F
VA,4985,4911,23,F
MD,5017,4644,23,F
VA,5059,4765,23,F
VA,5116,4916,23,F
VA,5142,4866,23,F
MD,5143,4811,23,F
MD,5146,5079,23,F
DC,5153,4980,23,F
NC,5204,5039,23,F
DC,5213,5054,23,F
MD,5276,5234,23,F
MO,5325,5325,23,F
VA,5335,5335,23,F
MD,5347,5347,23,F
VA,5352,5139,23,F
NY,5354,5128,23,F
DC,5378,4923,23,F
DC,5380,5155,23,F
DC,5380,5155,23,F
DC,5385,5008,23,F
VA,5394,5307,23,F
NY,5399,5064,23,F
DC,5454,5277,23,F
VA,5460,5357,23,F
MA,5477,5165,23,F
DC,5484,5148,23,F
DC,5485,5333,23,F
MD,5536,5536,23,F
PA,5549,5369,23,F
VA,5550,5550,23,F
VA,5550,5381,23,F
DC,5555,5129,23,F
MD,5561,5235,23,F
MD,5563,5563,23,F
DC,5581,5488,23,F
NY,5589,5554,23,F
VA,5591,5446,23,F
VA,5597,5184,23,F
MD,5617,5288,23,F
VA,5644,5404,23,F
MD,5646,5479,23,F
PA,5650,5479,23,F
DC,5652,5552,23,F
DC,5657,5399,23,F
DC,5666,5484,23,F
DC,5684,5414,23,F
VA,5698,5434,23,F
VA,5699,5532,23,F
MD,5707,5494,23,F
NY,5726,5726,23,F
MD,5727,5265,23,F
VA,5733,5309,23,F
DC,5750,5326,23,F
VA,5762,5454,23,F
DC,5779,5287,23,F
DC,5784,5595,23,F
MD,5808,5545,23,F
PA,5814,5633,23,F
VA,5818,5505,23,F
MO,5828,5828,23,F
WI,5828,5702,23,F
DC,5847,5344,23,F
DC,5878,5703,23,F
VA,5881,5404,23,F
DC,5886,5440,23,F
DC,5888,5687,23,F
DC,5888,5686,23,F
VA,5897,5601,23,F
DC,5915,5757,23,F
DC,5955,5825,23,F
VA,5971,5850,23,F
VA,5972,5646,23,F
MD,6002,5221,23,F
DC,6031,5624,23,F
VA,6045,5630,23,F
VA,6071,5883,23,F
VA,6116,5802,23,F
WV,6119,5717,23,F
MD,6123,5877,23,F
DC,6129,6032,23,F
VA,6135,5895,23,F
VA,6147,5935,23,F
DC,6149,6077,23,F
VA,6152,5736,23,F
DC,6154,6003,23,F
MD,6172,5738,23,F
VA,6184,5944,23,F
DC,6191,6053,23,F
MD,6196,5891,23,F
DC,6208,5860,23,F
MD,6209,5918,23,F
DC,6218,5905,23,F
VA,6274,6074,23,F
VA,6278,5801,23,F
DC,6281,5942,23,F
DC,6282,5961,23,F
DC,6295,5901,23,F
MD,6295,5901,23,F
DC,6298,5978,23,F
NY,6336,5945,23,F
DC,6343,5850,23,F
DC,6363,6363,23,F
MD,6382,5947,23,F
DC,6398,6093,23,F
VA,6402,6082,23,F
VA,6410,5945,23,F
DC,6423,6165,23,F
MD,6472,6213,23,F
DC,6530,6380,23,F
DC,6549,6351,23,F
DC,6558,6558,23,F
VA,6580,6467,23,F
MD,6585,6585,23,F
VA,6601,6403,23,F
VA,6646,6384,23,F
DC,6701,6205,23,F
DC,6708,6329,23,F
MD,6720,6609,23,F
VA,6731,6731,23,F
MA,6812,6568,23,F
VA,6823,6453,23,F
VA,6830,6691,23,F
DC,6882,6382,23,F
VA,7001,7001,23,F
VA,7002,6841,23,F
VA,7009,6817,23,F
VA,7027,6952,23,F
DE,7049,6655,23,F
MA,7057,7057,23,F
VA,7084,6797,23,F
VA,7169,6881,23,F
VA,7170,6979,23,F
VA,7360,7096,23,F
DC,7455,7455,23,F
DC,7478,7206,23,F
VA,7696,7328,23,F
MD,7910,7409,23,F
VA,7952,7464,23,F
MD,8138,7692,23,F
VA,8273,7949,23,F
NY,8325,7825,23,F
MD,3492,3489,24,F
DC,3687,3687,24,F
MD,3749,3749,24,F
DC,4102,4077,24,F
MD,4382,4334,24,F
VA,4497,4336,24,F
DC,4521,4503,24,F
VA,4532,4526,24,F
VA,4583,4385,24,F
VA,4589,4553,24,F
VA,4633,4530,24,F
MD,4717,4656,24,F
VA,4739,4569,24,F
VA,4757,4472,24,F
DC,4784,4411,24,F
DC,4826,4641,24,F
VA,4838,4693,24,F
DC,4841,4772,24,F
VA,4854,4561,24,F
DC,4860,4597,24,F
DC,4884,4840,24,F
DC,4888,4531,24,F
VA,4909,4589,24,F
DC,4958,4896,24,F
MD,4962,4698,24,F
DC,5001,4878,24,F
MD,5049,4809,24,F
DC,5050,4965,24,F
DC,5164,5120,24,F
VA,5179,4937,24,F
DC,5179,5101,24,F
VA,5260,4985,24,F
VA,5260,4893,24,F
VA,5328,5049,24,F
DC,5337,5337,24,F
VA,5368,5273,24,F
VA,5380,5196,24,F
VA,5405,5405,24,F
VA,5417,5347,24,F
MD,5451,5291,24,F
VA,5456,5217,24,F
VA,5518,5269,24,F
VA,5526,5379,24,F
VA,5535,5237,24,F
DC,5545,5545,24,F
DC,5546,5154,24,F
DC,5557,5466,24,F
DC,5577,5447,24,F
VA,5594,5462,24,F
VA,5599,5356,24,F
MD,5605,5230,24,F
DC,5608,5435,24,F
PA,5611,5146,24,F
VA,5613,5567,24,F
VA,5642,5480,24,F
VA,5644,5644,24,F
DC,5663,5527,24,F
VA,5670,5547,24,F
VA,5671,5671,24,F
VA,5674,5315,24,F
MD,5675,5541,24,F
DC,5691,5461,24,F
DC,5695,5522,24,F
VA,5698,5434,24,F
VA,5705,5619,24,F
VA,5710,5579,24,F
VA,5720,5637,24,F
DC,5768,5340,24,F
VA,5787,5641,24,F
VA,5792,5792,24,F
VA,5805,5528,24,F
VA,5807,5354,24,F
DC,5815,5550,24,F
DC,5818,5672,24,F
MD,5825,5714,24,F
VA,5825,5622,24,F
DC,5841,5615,24,F
DC,5842,5616,24,F
GA,5876,5557,24,F
VA,5879,5750,24,F
VA,5881,5580,24,F
DC,5927,5927,24,F
DC,5935,5630,24,F
DC,5935,5577,24,F
VA,5943,5614,24,F
DC,5967,5763,24,F
VA,5977,5742,24,F
DC,5983,5861,24,F
DC,5996,5701,24,F
DC,6001,5621,24,F
VA,6033,5768,24,F
VA,6036,5619,24,F
DC,6049,5614,24,F
DC,6057,5644,24,F
DC,6080,5350,24,F
MD,6091,5822,24,F
PA,6097,5846,24,F
MD,6101,5956,24,F
VA,6103,6103,24,F
DC,6110,5678,24,F
VA,6116,5804,24,F
DC,6146,5811,24,F
DC,6146,5714,24,F
DC,6146,5809,24,F
DC,6147,5847,24,F
VA,6151,6151,24,F
DC,6152,6152,24,F
DC,6154,6002,24,F
VA,6169,5757,24,F
MD,6175,5739,24,F
VA,6176,5889,24,F
MD,6177,5872,24,F
VA,6178,5787,24,F
VA,6178,5787,24,F
VA,6196,6196,24,F
CA,6204,5861,24,F
MD,6205,5991,24,F
VA,6207,5973,24,F
NY,6213,6076,24,F
VA,6228,5988,24,F
DC,6237,5766,24,F
VA,6265,5871,24,F
DC,6267,5948,24,F
DC,6291,6016,24,F
NC,6297,5989,24,F
MD,6301,6301,24,F
DC,6312,6312,24,F
MA,6344,6344,24,F
VT,6352,5953,24,F
DC,6355,6096,24,F
MD,6386,5934,24,F
DC,6396,5907,24,F
PA,6405,6047,24,F
VA,6418,6055,24,F
DC,6422,6249,24,F
DC,6456,6180,24,F
VA,6462,6124,24,F
MD,6463,6229,24,F
MD,6467,6049,24,F
VA,6477,6084,24,F
MI,6477,6001,24,F
MD,6502,6108,24,F
VA,6512,6112,24,F
VA,6515,6515,24,F
MD,6536,6039,24,F
PA,6540,6310,24,F
MA,6543,6083,24,F
VA,6543,6309,24,F
VA,6549,6153,24,F
DC,6557,6178,24,F
PA,6558,6162,24,F
DC,6567,6567,24,F
DC,6588,6286,24,F
VA,6637,6219,24,F
MD,6649,6270,24,F
VA,6659,6659,24,F
VA,6682,6198,24,F
VA,6683,6519,24,F
MD,6695,6461,24,F
DC,6742,6284,24,F
VA,6748,6419,24,F
DC,6769,6632,24,F
MD,6807,6571,24,F
VA,6863,6486,24,F
DC,6898,6441,24,F
NC,6917,6804,24,F
GA,6918,6646,24,F
VA,6952,6612,24,F
VA,7036,6530,24,F
VA,7085,6685,24,F
VA,7115,6649,24,F
VA,7118,6730,24,F
DC,7168,6674,24,F
MD,7186,6948,24,F
DC,7265,6789,24,F
MD,7288,6789,24,F
DC,7288,6792,24,F
VA,7296,7040,24,F
VA,7335,7071,24,F
DC,7457,7252,24,F
VA,7458,6977,24,F
DC,7612,7301,24,F
VA,7924,7924,24,F
VA,7952,7464,24,F
DC,8111,7690,24,F
VA,8272,7948,24,F
TX,3777,3764,25,F
VA,3837,3837,25,F
DC,3926,3917,25,F
DC,4295,4295,25,F
MD,4335,4282,25,F
VA,4403,4313,25,F
MD,4475,4433,25,F
MD,4520,4490,25,F
VA,4639,4560,25,F
DC,4704,4520,25,F
VA,4708,4641,25,F
VA,4738,4675,25,F
DC,4741,4712,25,F
PA,4787,4743,25,F
PA,4790,4658,25,F
DC,4803,4483,25,F
VA,4831,4628,25,F
NJ,4858,4823,25,F
DC,4873,4808,25,F
VA,4875,4794,25,F
VA,4882,4821,25,F
VA,4892,4829,25,F
VA,4913,4836,25,F
MD,4924,4763,25,F
VA,4951,4575,25,F
VA,5005,4928,25,F
DC,5016,4718,25,F
VA,5067,4949,25,F
VA,5071,4680,25,F
VA,5072,5001,25,F
DC,5099,4923,25,F
DC,5132,5132,25,F
VA,5133,5026,25,F
VA,5137,5093,25,F
VA,5159,5014,25,F
VA,5180,5004,25,F
VA,5189,4934,25,F
DC,5192,5054,25,F
DC,5207,5207,25,F
DC,5214,5119,25,F
MD,5236,4995,25,F
DC,5244,4954,25,F
VA,5250,5250,25,F
VA,5254,5071,25,F
DC,5260,5165,25,F
DC,5267,5023,25,F
VA,5299,5299,25,F
VA,5311,4971,25,F
DC,5365,5269,25,F
MD,5369,5273,25,F
MD,5382,4988,25,F
DC,5384,5384,25,F
VA,5386,5316,25,F
VA,5397,5397,25,F
DC,5398,5310,25,F
PA,5400,5303,25,F
DC,5400,5302,25,F
DC,5405,5129,25,F
VA,5408,5145,25,F
DC,5412,5259,25,F
DC,5425,5236,25,F
DC,5425,5239,25,F
DC,5429,5429,25,F
DC,5435,5351,25,F
VA,5459,5273,25,F
DC,5468,5271,25,F
VA,5470,5270,25,F
DC,5478,5094,25,F
VA,5486,5161,25,F
MD,5502,5432,25,F
DC,5504,5200,25,F
VA,5510,5150,25,F
DC,5520,5520,25,F
VA,5522,5485,25,F
TN,5536,5407,25,F
DC,5570,5277,25,F
VA,5577,5294,25,F
MA,5591,5167,25,F
NY,5607,5135,25,F
PA,5609,5541,25,F
VA,5612,5361,25,F
VA,5627,5578,25,F
DC,5633,5411,25,F
MD,5641,5514,25,F
MD,5671,5352,25,F
VA,5675,5314,25,F
VA,5685,5439,25,F
DC,5692,5465,25,F
VA,5702,5252,25,F
VA,5703,5326,25,F
VA,5710,5591,25,F
DC,5714,5487,25,F
VA,5714,5250,25,F
DC,5719,5466,25,F
VA,5719,5587,25,F
MD,5722,5409,25,F
DC,5726,5726,25,F
VA,5727,5408,25,F
MD,5732,5732,25,F
MD,5732,5491,25,F
DC,5737,5326,25,F
DC,5738,5632,25,F
VA,5739,5493,25,F
VA,5739,5465,25,F
NY,5742,5519,25,F
DC,5745,5434,25,F
DC,5776,5540,25,F
VA,5788,5517,25,F
DC,5790,5550,25,F
DC,5794,5711,25,F
VA,5794,5794,25,F
MD,5799,5618,25,F
VA,5802,5368,25,F
VA,5808,5747,25,F
DC,5812,5702,25,F
VA,5817,5817,25,F
MD,5820,5639,25,F
DC,5822,5584,25,F
DC,5822,5584,25,F
NY,5829,5758,25,F
NY,5837,5667,25,F
VA,5843,5725,25,F
VA,5848,5560,25,F
VA,5863,5537,25,F
VA,5870,5772,25,F
DC,5884,5628,25,F
MD,5929,5755,25,F
VA,5930,5930,25,F
VA,5933,5580,25,F
MD,5935,5449,25,F
DC,5937,5482,25,F
DC,5967,5763,25,F
MI,5968,5668,25,F
MD,5972,5713,25,F
VA,5972,5641,25,F
DC,5974,5639,25,F
VA,5974,5525,25,F
VA,5982,5812,25,F
DC,5984,5722,25,F
PA,5985,5652,25,F
MD,5999,5804,25,F
NC,6006,5548,25,F
NY,6007,5566,25,F
DC,6008,6008,25,F
VA,6010,5549,25,F
DC,6015,5877,25,F
DC,6023,5651,25,F
VA,6024,5789,25,F
DC,6035,5630,25,F
DC,6042,6042,25,F
VA,6042,6042,25,F
VA,6042,5644,25,F
VA,6050,5635,25,F
DC,6050,5667,25,F
VA,6053,5776,25,F
DC,6092,5739,25,F
DC,6132,5752,25,F
DC,6159,5974,25,F
MD,6167,5742,25,F
DC,6177,6075,25,F
DC,6180,6001,25,F
DC,6188,5864,25,F
VA,6189,5785,25,F
VA,6194,5921,25,F
VA,6194,5918,25,F
MD,6199,6051,25,F
VA,6201,6024,25,F
DC,6216,5868,25,F
MD,6226,6226,25,F
MD,6229,6002,25,F
DC,6230,5738,25,F
DC,6249,6018,25,F
NY,6260,5956,25,F
MD,6280,6109,25,F
NC,6283,6171,25,F
VA,6296,6037,25,F
VA,6297,5848,25,F
VA,6298,5812,25,F
VA,6301,5865,25,F
DC,6305,6305,25,F
VA,6322,5900,25,F
DC,6330,5894,25,F
MD,6337,5913,25,F
CA,6346,6165,25,F
DC,6348,6058,25,F
MD,6351,6070,25,F
DC,6353,5927,25,F
MD,6353,6124,25,F
VA,6361,5872,25,F
DC,6371,6081,25,F
MD,6373,6146,25,F
VA,6374,6170,25,F
MD,6406,6048,25,F
DC,6417,6023,25,F
VA,6422,5994,25,F
DC,6429,6429,25,F
DC,6433,6308,25,F
VA,6434,6434,25,F
DC,6434,6136,25,F
MD,6434,6138,25,F
VA,6434,6230,25,F
MD,6434,6001,25,F
VA,6438,6234,25,F
VA,6441,6318,25,F
DC,6443,6112,25,F
DC,6451,6299,25,F
DC,6457,6180,25,F
VA,6461,6188,25,F
MD,6467,6185,25,F
DC,6502,6108,25,F
DC,6514,6352,25,F
VA,6523,6219,25,F
VA,6530,6037,25,F
DC,6537,6275,25,F
DC,6544,6056,25,F
DC,6551,6302,25,F
MD,6567,6199,25,F
NY,6572,6526,25,F
MD,6574,6213,25,F
DC,6586,6252,25,F
VA,6608,6247,25,F
DC,6621,6198,25,F
VA,6629,6153,25,F
DC,6633,6633,25,F
VA,6643,6384,25,F
VA,6678,6516,25,F
MD,6682,6240,25,F
VA,6683,6683,25,F
DC,6712,6368,25,F
VA,6745,6368,25,F
MD,6755,6755,25,F
VA,6767,6395,25,F
DC,6778,6400,25,F
DC,6779,6277,25,F
DC,6779,6364,25,F
MA,6795,6653,25,F
VA,6815,6476,25,F
VA,6831,6571,25,F
DC,6859,6500,25,F
VA,6861,6451,25,F
PA,6863,6487,25,F
NJ,6879,6545,25,F
VA,6899,6395,25,F
DC,6900,6577,25,F
VA,6950,6826,25,F
VA,6959,6559,25,F
DC,7019,7019,25,F
DC,7060,6629,25,F
DC,7083,6686,25,F
MD,7085,6682,25,F
DC,7095,6641,25,F
DC,7103,6654,25,F
DC,7125,6707,25,F
NY,7126,7004,25,F
VA,7210,6752,25,F
DC,7225,6835,25,F
DC,7313,7038,25,F
DC,7345,6837,25,F
VA,7348,6845,25,F
DC,7375,6906,25,F
MD,7378,6896,25,F
MD,7436,7154,25,F
DC,7458,6978,25,F
VA,7470,7228,25,F
VA,7530,7332,25,F
VA,7670,7514,25,F
VA,7940,7592,25,F
VA,7968,7789,25,F
VA,8102,7867,25,F
VA,8257,7923,25,F
VA,8556,7877,25,F
MD,8888,8561,25,F
KS,9001,9001,25,F
VA,4086,4059,26,F
PA,4089,4079,26,F
VA,4145,4114,26,F
VA,4343,4343,26,F
DC,4349,4317,26,F
DC,4396,4330,26,F
VA,4449,4403,26,F
DC,4474,4384,26,F
VA,4518,4492,26,F
VA,4537,4496,26,F
DC,4557,4242,26,F
DC,4626,4527,26,F
DC,4629,4572,26,F
VA,4682,4634,26,F
DC,4705,4705,26,F
VA,4752,4450,26,F
MA,4759,4692,26,F
DC,4762,4719,26,F
VA,4790,4750,26,F
NY,4846,4770,26,F
VA,4850,4796,26,F
MD,4859,4778,26,F
MD,4867,4794,26,F
DC,4877,4826,26,F
MD,4889,4839,26,F
VA,4912,4864,26,F
VA,4914,4855,26,F
CT,5018,4769,26,F
VA,5034,4972,26,F
MD,5043,4821,26,F
VA,5049,4849,26,F
VA,5082,5008,26,F
VA,5111,4996,26,F
PA,5132,4728,26,F
VA,5139,4900,26,F
DC,5142,4809,26,F
DC,5153,4908,26,F
DC,5172,4779,26,F
VA,5178,4970,26,F
MD,5178,4950,26,F
NC,5183,5005,26,F
DC,5193,5059,26,F
DC,5205,5106,26,F
DC,5210,5046,26,F
MD,5216,4803,26,F
DC,5238,4976,26,F
DC,5242,5136,26,F
VA,5263,5011,26,F
VA,5272,5080,26,F
MD,5286,5058,26,F
DC,5288,5058,26,F
DC,5300,5249,26,F
VA,5309,4893,26,F
DC,5314,4885,26,F
MO,5323,5323,26,F
DC,5335,5196,26,F
NY,5338,5003,26,F
VA,5369,5228,26,F
VA,5404,5307,26,F
VA,5408,5187,26,F
DC,5426,5266,26,F
VA,5435,5275,26,F
NY,5462,5213,26,F
DC,5465,5343,26,F
VA,5478,5310,26,F
MD,5479,5399,26,F
DC,5486,5162,26,F
PA,5505,5505,26,F
VA,5506,5334,26,F
MD,5534,5112,26,F
DC,5555,5307,26,F
VA,5559,5559,26,F
DC,5562,5286,26,F
DC,5580,5430,26,F
DC,5583,5217,26,F
VA,5585,5209,26,F
VA,5585,5499,26,F
DC,5586,5460,26,F
DC,5604,5232,26,F
WV,5634,5430,26,F
VA,5637,5374,26,F
VA,5639,5389,26,F
MD,5644,5404,26,F
MD,5653,5523,26,F
VA,5667,5421,26,F
VA,5670,5485,26,F
DC,5673,5403,26,F
MD,5688,5277,26,F
VA,5696,5314,26,F
DC,5715,5597,26,F
VA,5730,5730,26,F
VA,5737,5566,26,F
DC,5752,5417,26,F
MD,5755,5420,26,F
DC,5758,5591,26,F
VA,5761,5617,26,F
VA,5767,5411,26,F
DC,5783,5516,26,F
NJ,5785,5612,26,F
MD,5813,5537,26,F
DC,5822,5822,26,F
VA,5826,5621,26,F
VA,5826,5622,26,F
MD,5827,5607,26,F
VA,5884,5666,26,F
MD,5894,5617,26,F
VA,5901,5604,26,F
PA,5902,5555,26,F
VA,5907,5608,26,F
VA,5927,5768,26,F
MD,5927,5666,26,F
VA,5931,5682,26,F
VA,5948,5575,26,F
VA,5951,5476,26,F
VA,5980,5712,26,F
VA,5989,5737,26,F
VA,5994,5709,26,F
DC,5998,5518,26,F
NY,5998,5998,26,F
NY,5998,5517,26,F
MD,6005,5823,26,F
MD,6010,5229,26,F
DC,6014,6014,26,F
VA,6023,5755,26,F
WI,6027,5781,26,F
DC,6029,5578,26,F
DC,6051,5773,26,F
MA,6061,5643,26,F
DC,6067,5720,26,F
DC,6092,5727,26,F
DC,6101,5905,26,F
VA,6108,5682,26,F
DC,6114,5866,26,F
MD,6130,6004,26,F
DC,6138,5687,26,F
VA,6141,6141,26,F
DC,6164,5847,26,F
VA,6171,5920,26,F
MI,6180,5921,26,F
DC,6184,5942,26,F
VA,6186,5972,26,F
MD,6199,6199,26,F
DC,6205,5718,26,F
DC,6206,6064,26,F
VA,6208,5752,26,F
VA,6220,5751,26,F
VA,6229,5736,26,F
VA,6240,5746,26,F
MD,6240,5982,26,F
MA,6255,6030,26,F
VA,6289,5840,26,F
DC,6294,6033,26,F
VA,6307,5938,26,F
NY,6323,5899,26,F
MD,6325,5674,26,F
DC,6347,6054,26,F
MD,6348,6086,26,F
NY,6365,6006,26,F
DC,6367,6083,26,F
VA,6379,6039,26,F
NY,6398,5973,26,F
DC,6435,5991,26,F
VA,6438,5986,26,F
MD,6446,6161,26,F
VA,6456,6023,26,F
DC,6464,6106,26,F
DC,6466,6095,26,F
DC,6477,6111,26,F
DC,6497,6497,26,F
DC,6506,6011,26,F
DC,6517,6037,26,F
MD,6519,6027,26,F
MD,6521,6330,26,F
DC,6542,6100,26,F
VA,6542,6169,26,F
VA,6574,6220,26,F
VA,6580,6499,26,F
VA,6581,6461,26,F
VA,6622,6287,26,F
VA,6635,6217,26,F
DC,6651,6220,26,F
DC,6660,6248,26,F
DC,6666,6319,26,F
DC,6691,6691,26,F
VA,6725,6302,26,F
VA,6727,6304,26,F
VA,6749,6418,26,F
VA,6758,6432,26,F
VA,6760,6304,26,F
DC,6761,6468,26,F
VA,6765,6595,26,F
VA,6771,6508,26,F
MA,6777,6297,26,F
VA,6796,6295,26,F
MD,6803,6507,26,F
VA,6805,6458,26,F
VA,6823,6476,26,F
VT,6827,6509,26,F
VA,6845,6363,26,F
NY,6861,6646,26,F
VA,6895,6659,26,F
DC,6906,6478,26,F
DC,6906,6478,26,F
MD,6997,6766,26,F
VA,7008,6639,26,F
VA,7010,6643,26,F
VA,7097,6931,26,F
DC,7110,6656,26,F
VA,7118,6748,26,F
MD,7129,6981,26,F
MD,7131,6866,26,F
MD,7132,6863,26,F
DC,7155,6766,26,F
MD,7179,7179,26,F
VA,7188,6901,26,F
MD,7225,6901,26,F
DC,7344,6872,26,F
VA,7373,7373,26,F
VA,7400,6978,26,F
VA,7477,7477,26,F
DC,7477,7250,26,F
DC,7570,7080,26,F
DC,7594,7148,26,F
MD,7656,7287,26,F
PA,7698,7545,26,F
VA,7708,7401,26,F
MO,7721,7464,26,F
VA,7772,7427,26,F
VA,7892,7758,26,F
VA,8035,8035,26,F
DC,8277,7919,26,F
DC,8972,8482,26,F
Kenya,3319,3317,27,F
DC,4168,4135,27,F
VA,4230,4230,27,F
WA,4395,4354,27,F
VA,4407,4328,27,F
VA,4424,4413,27,F
VA,4472,4301,27,F
DC,4528,4261,27,F
NY,4571,4571,27,F
DC,4646,4582,27,F
PA,4725,4667,27,F
DC,4786,4544,27,F
VA,4816,4816,27,F
DC,4840,4840,27,F
VA,4867,4752,27,F
VA,4900,4832,27,F
DC,4912,4813,27,F
DC,4944,4882,27,F
DC,4944,4944,27,F
VA,4949,4614,27,F
VA,4965,4918,27,F
CT,4975,4917,27,F
DC,4991,4920,27,F
VA,5003,5003,27,F
DC,5026,4779,27,F
VA,5030,5030,27,F
VA,5136,4830,27,F
VA,5177,4938,27,F
DC,5208,5021,27,F
VA,5212,5052,27,F
VA,5213,5115,27,F
DC,5251,4973,27,F
VA,5264,4910,27,F
MD,5277,5277,27,F
MD,5278,5278,27,F
PA,5290,5215,27,F
DC,5292,5227,27,F
VA,5326,5299,27,F
VA,5331,5121,27,F
VA,5335,5226,27,F
